1,F,1,10,48067,74,1798,38.83448321079011,126.7516386588666,2,10
2,M,56,16,70072,76,3949,40.57586290026189,131.63496379147887,1,10
3,M,25,15,55117,54,261,41.12130831333596,125.75998822127548,22,13
4,M,45,7,02460,20,2974,37.22084480347693,124.69271062121452,23,12
5,M,25,20,55455,70,1795,39.496661554517885,130.7190134130177,23,20
6,F,50,9,55117,97,1979,33.61266498638161,125.83542364783482,21,26
7,M,35,1,06810,51,1913,34.89345944159986,125.86738448555309,5,18
8,M,25,12,11413,82,3044,40.01791643265595,127.96729800108716,28,25
9,M,25,17,61614,49,1685,35.12294581056444,128.8029020407647,9,6
10,F,35,1,95370,22,3448,38.6723328953055,125.3873430180372,2,27
11,F,25,1,04093,93,1548,33.07980476487098,126.05702185420218,18,2
12,M,25,12,32793,13,3265,37.09949727971244,128.69470681292248,30,23
13,M,45,1,93304,74,1470,33.83575107559146,131.3282307982697,17,26
14,M,35,0,60126,0,3138,42.79842259944006,130.63762948809884,19,6
15,M,25,7,22903,14,63,41.713269464886515,125.7387786297407,19,17
16,F,35,0,20670,33,3506,35.98601771289411,131.07342848258523,10,5
17,M,50,1,95350,8,2391,41.807975086089115,128.58744276148428,19,28
18,F,18,3,95825,88,3605,34.14915220742142,125.89117778564504,11,23
19,M,1,10,48073,70,2835,34.175784165268496,128.24009447695227,9,30
20,M,25,14,55113,71,3357,40.776497739012356,129.50226045068106,30,1
21,M,18,16,99353,66,2568,42.11686277404092,126.42424991711941,22,10
22,M,18,15,53706,79,489,34.18469971960204,130.60631409846394,7,9
23,M,35,0,90049,57,2385,42.05873294927402,126.80556554521958,13,19
24,F,25,7,10023,85,3812,36.597346850908316,131.08486012692384,20,12
25,M,18,4,01609,13,1307,33.262655801390416,126.05770481641397,22,13
26,M,25,7,23112,55,1349,38.830485147836065,130.49291230843292,30,9
27,M,25,11,19130,38,3141,38.71620574495567,130.0271105028897,7,12
28,F,25,1,14607,29,2339,34.978157202189905,126.2424696393275,27,5
29,M,35,7,33407,83,267,33.01819435860097,130.3828510026732,28,5
30,F,35,7,19143,79,1800,40.12643518890568,130.9382960610382,23,8
31,M,56,7,06840,73,3772,37.14309219056662,126.46148026998719,6,1
32,F,25,0,19355,66,2188,36.97101711633509,131.69935075497511,13,3
33,M,45,3,55421,25,2745,35.35347903178522,124.23353373812935,26,11
34,F,18,0,02135,30,590,41.991993931482895,130.51090122259552,29,10
35,M,45,1,02482,7,774,33.42192942826243,131.29629703754034,8,28
36,M,25,3,94123,15,2501,37.01352028153256,124.50788341119643,19,28
37,F,25,9,66212,0,1159,42.4748258550574,124.40068993105743,10,30
38,F,18,4,02215,54,2963,34.93616514187457,128.14203509392368,9,22
39,M,18,4,61820,62,746,34.278595038939315,127.37060839675587,1,14
40,M,45,0,10543,78,39,41.93693948320365,128.43354123406056,14,22
41,F,18,4,15116,19,2147,38.16084876411646,130.59072647170777,24,30
42,M,25,8,24502,52,3747,36.77390128185244,125.6753212526195,16,7
43,M,25,12,60614,42,3179,40.163868862740706,124.45383069987534,14,29
44,M,45,17,98052,22,2598,39.07818726738582,128.30195895141134,15,2
45,F,45,16,94110,58,228,38.444182826557416,130.07450275864574,6,6
46,M,18,19,75602,36,880,38.36790837252563,124.42259625424732,27,12
47,M,18,4,94305,31,2474,35.75425757742643,129.72450552244862,24,26
48,M,25,4,92107,88,1043,34.48091411124984,125.69432902121311,17,25
49,M,18,12,77084,96,1860,41.62583326650848,126.41881396025857,18,10
50,F,25,2,98133,100,2090,34.834743538709965,130.73291198511353,3,12
51,F,1,10,10562,6,1005,35.44449983633161,131.7389416073338,3,26
52,M,18,4,72212,87,3608,38.6958253903387,124.90971721198163,15,7
